Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10
UX Researcher,85668,3,Master's,0.55,1.38,0.57,Medium,0.55,0.83,0.61,0.29,0.21,0.15,0.9,0.71,0.94,0.6
Software Engineer,82428,14,Bachelor's,0.06,1.17,0.53,Medium,0.99,0.24,0.53,0.65,0.64,0.56,0.78,0.2,0.73,0.62
Data Scientist,107240,25,Bachelor's,0.85,0.82,0.41,Medium,0.98,0.53,0.91,0.16,0.64,0.81,0.95,0.34,0.72,0.54
UX Researcher,120270,8,Master's,0.69,1.19,0.67,Medium,0.5,0.23,0.04,0.42,0.3,0.76,0.35,0.95,0.96,0.62
AI Engineer,74605,21,Master's,0.76,1.05,0.1,Low,0.46,0.56,0.86,0.48,0.9,0.67,0.14,0.99,0.53,0.39
UX Researcher,140059,5,Bachelor's,0.11,1.14,0.5,Medium,0.41,0.95,0.52,0.22,0.46,0.92,0.18,0.21,0.01,0.01
Mechanic,96155,18,Bachelor's,0.73,0.86,0.58,Medium,0.4,0.95,0.97,0.39,0.85,0.77,0.31,0.23,0.46,0.78
Construction Worker,131971,23,Master's,0.76,1.36,0.85,High,0.84,0.78,0.38,0.55,0.8,0.05,0.81,0.18,0.51,0.81
Teacher,57413,4,High School,0.25,0.9,0.27,Low,0.0,0.9,0.15,0.99,0.95,0.49,0.51,0.48,0.64,0.09
Software Engineer,138125,2,Bachelor's,0.06,0.94,0.41,Medium,0.62,0.99,0.39,0.57,0.42,0.85,0.9,0.88,0.97,0.03
HR Specialist,42602,10,PhD,0.75,0.73,0.68,Medium,0.15,0.68,0.22,0.43,0.72,0.56,0.43,0.33,0.84,0.14
Research Scientist,110070,14,Master's,0.9,1.35,0.15,Low,0.76,0.82,0.89,0.54,0.2,0.26,0.3,0.59,0.03,0.64
UX Researcher,50954,3,Master's,0.3,1.38,0.48,Medium,0.1,0.83,0.05,0.73,0.77,0.35,0.82,0.52,0.46,0.05
Customer Support,118691,22,PhD,0.93,0.89,0.84,High,0.53,0.59,0.06,0.36,0.72,0.2,0.2,0.01,0.44,0.88
Lawyer,120453,14,Bachelor's,0.19,0.81,0.59,Medium,0.64,0.42,0.76,0.61,0.9,0.82,0.25,0.27,0.13,0.34
Software Engineer,37214,21,PhD,0.41,0.72,0.6,Medium,0.54,0.15,0.38,0.41,0.75,0.02,0.27,0.52,0.27,0.63
Research Scientist,139269,24,High School,0.36,1.45,0.21,Low,0.13,0.56,0.78,0.71,0.17,0.97,0.45,0.16,0.18,0.1
Construction Worker,119285,0,PhD,0.12,0.63,0.91,High,0.34,0.03,0.05,0.14,0.21,0.67,0.16,0.12,0.76,0.67
Research Scientist,122268,22,Bachelor's,0.55,0.81,0.17,Low,0.51,0.39,0.91,0.02,0.78,0.12,0.8,0.62,0.84,0.1
Customer Support,118791,26,Bachelor's,0.5,1.21,0.83,High,0.54,0.43,0.31,0.48,0.12,0.96,0.71,0.95,0.23,0.88
Customer Support,86408,19,High School,0.68,1.13,0.78,High,0.82,0.5,0.07,0.31,0.94,0.85,0.98,0.63,0.25,0.16
Financial Analyst,136464,16,PhD,0.02,0.89,0.38,Medium,0.41,0.93,0.43,0.88,0.61,0.25,0.36,0.08,0.33,0.68
Graphic Designer,56049,29,Bachelor's,0.37,1.44,0.56,Medium,0.67,0.63,0.2,0.42,0.75,0.1,0.28,0.28,0.43,0.98
Graphic Designer,84845,28,PhD,0.98,0.6,0.52,Medium,0.98,0.56,0.19,0.58,0.2,0.52,0.07,0.61,0.52,0.74
Graphic Designer,133937,27,Master's,0.55,1.19,0.36,Medium,0.6,0.17,0.93,0.07,0.43,0.7,0.46,0.09,0.55,0.64
AI Engineer,143557,2,High School,0.37,1.06,0.16,Low,0.67,0.58,0.53,0.25,0.0,0.17,0.12,0.45,0.61,0.21
Data Scientist,32994,15,PhD,0.01,1.27,0.55,Medium,0.37,0.05,0.63,0.39,0.94,0.54,0.94,0.22,0.73,0.62
Truck Driver,54351,5,PhD,0.98,0.6,0.7,Medium,0.43,0.09,0.75,0.91,0.43,0.26,0.43,0.72,0.01,0.59
Teacher,74816,10,Master's,0.64,0.74,0.23,Low,0.09,0.2,0.88,0.74,0.01,0.25,0.21,0.27,0.25,0.06
Financial Analyst,103788,17,Bachelor's,0.73,1.11,0.57,Medium,0.08,0.95,0.84,0.81,0.82,0.93,0.54,0.2,0.62,0.74
Teacher,40103,26,Bachelor's,0.52,0.57,0.14,Low,0.92,0.58,0.54,0.27,0.37,0.9,0.67,0.79,0.45,0.63
Marketing Manager,34458,26,High School,0.71,0.93,0.48,Medium,0.65,0.94,0.06,0.82,0.29,0.44,0.02,0.3,0.5,0.06
Construction Worker,59493,23,Bachelor's,0.93,0.61,0.89,High,0.41,0.66,0.26,0.16,0.16,0.07,0.19,0.66,0.88,0.81
Data Scientist,93059,18,High School,0.11,0.79,0.42,Medium,0.25,0.52,0.54,0.36,0.35,0.83,0.79,0.31,0.91,0.95
Graphic Designer,121683,13,PhD,0.35,1.01,0.68,Medium,0.88,0.1,0.39,0.55,0.5,0.19,0.86,0.68,0.84,0.86
Lawyer,46322,29,PhD,0.44,1.11,0.36,Medium,0.67,0.18,0.69,0.23,0.12,0.17,0.0,0.72,0.73,0.51
Software Engineer,100293,21,Bachelor's,0.08,0.52,0.37,Medium,0.89,0.24,0.35,0.11,0.22,0.52,0.61,0.25,0.06,0.39
Truck Driver,79298,21,Bachelor's,0.22,1.46,0.85,High,0.56,0.42,0.43,0.54,0.7,0.7,0.17,0.5,0.41,0.87
Construction Worker,73937,28,PhD,0.53,0.62,0.85,High,0.12,0.34,0.14,0.69,0.21,0.39,0.9,0.2,0.51,0.42
Lawyer,146464,29,High School,0.79,0.57,0.49,Medium,0.56,0.63,0.69,0.25,0.01,0.72,0.54,0.84,0.82,0.84
Retail Worker,106274,11,High School,0.33,1.29,0.81,High,0.18,0.85,0.88,0.47,0.08,0.39,0.8,0.9,0.2,0.07
Chef,32581,5,PhD,0.39,1.04,0.69,Medium,0.07,0.65,0.07,0.38,0.8,0.43,1.0,0.56,0.32,0.22
Truck Driver,142309,13,Master's,0.37,0.57,0.79,High,0.46,0.72,0.66,0.71,0.01,0.22,0.66,0.48,0.01,0.8
Marketing Manager,85612,23,High School,0.55,0.57,0.61,Medium,0.58,0.78,0.75,0.8,0.52,0.14,0.67,0.62,0.74,0.17
Truck Driver,65710,27,Bachelor's,0.39,0.66,0.76,High,0.61,0.43,0.77,0.85,0.54,0.76,0.31,0.41,0.71,0.39
Security Guard,46999,26,Master's,0.19,1.1,0.92,High,0.87,0.72,0.75,0.56,0.58,0.13,0.44,0.45,0.96,0.43
Customer Support,142701,5,PhD,0.53,1.14,0.89,High,0.23,0.53,0.83,0.46,0.28,0.65,0.82,0.06,0.78,0.82
Teacher,54031,22,PhD,0.98,1.29,0.24,Low,0.75,0.15,0.22,0.46,0.26,0.42,0.89,0.82,0.63,0.86
Software Engineer,115679,5,PhD,0.43,0.7,0.51,Medium,0.74,0.44,0.67,0.09,0.75,0.81,0.71,0.97,0.83,0.9
Mechanic,63724,26,PhD,0.81,1.36,0.7,Medium,0.24,0.04,0.41,0.13,0.02,0.36,0.78,0.57,0.31,0.65
UX Researcher,131154,21,Master's,0.01,1.26,0.55,Medium,0.76,0.04,0.84,0.62,0.56,0.62,0.86,0.59,0.58,0.99
Mechanic,100014,18,Bachelor's,0.44,1.21,0.46,Medium,0.23,0.6,0.93,0.93,0.34,0.53,0.21,1.0,0.98,0.65
Nurse,35232,9,High School,0.72,1.09,0.06,Low,0.45,0.67,0.68,0.37,0.94,0.17,0.5,0.69,0.7,0.65
Graphic Designer,114425,21,PhD,0.16,1.14,0.54,Medium,0.18,0.71,0.46,0.67,0.84,0.17,0.02,0.78,0.61,0.7
Research Scientist,116795,7,High School,0.8,1.46,0.18,Low,0.49,0.4,0.15,0.57,0.28,0.92,0.58,0.59,0.35,0.05
Customer Support,53559,28,Bachelor's,0.42,0.58,0.85,High,0.88,0.88,0.66,0.21,0.86,0.89,0.2,0.74,0.29,0.8
Construction Worker,94418,18,Master's,0.03,1.4,0.86,High,0.97,0.47,0.85,0.06,0.34,0.07,0.98,0.82,0.85,0.94
Data Scientist,117954,13,PhD,0.39,0.57,0.38,Medium,0.23,0.47,0.27,0.1,0.17,0.15,0.97,0.76,0.97,0.44
Mechanic,105831,22,Master's,0.8,0.83,0.42,Medium,0.23,0.13,0.26,0.36,0.67,0.06,0.21,0.81,0.15,0.34
HR Specialist,48814,23,Bachelor's,0.15,0.58,0.49,Medium,0.3,0.56,0.8,0.14,0.58,0.51,0.14,0.62,0.27,0.49
Research Scientist,147904,0,High School,0.46,0.81,0.26,Low,0.06,0.42,0.46,0.73,0.57,0.67,0.78,0.86,0.31,0.54
Chef,116694,12,High School,0.99,1.39,0.45,Medium,0.2,0.49,0.74,0.49,0.48,0.84,0.36,0.86,0.41,0.33
Security Guard,74739,26,High School,0.76,0.63,0.75,High,0.95,0.18,0.57,0.58,0.49,0.64,0.23,0.55,0.37,0.66
AI Engineer,110357,5,High School,0.85,0.67,0.26,Low,0.49,0.41,0.9,0.6,0.58,0.56,0.37,0.79,0.25,0.94
Lawyer,44079,26,High School,0.34,1.23,0.53,Medium,0.34,0.99,0.03,0.25,0.52,0.52,0.59,0.75,0.62,0.6
UX Researcher,103648,19,Bachelor's,0.38,0.73,0.41,Medium,0.55,0.2,0.29,0.24,0.95,0.94,0.61,0.92,0.79,0.59
UX Researcher,143892,16,Master's,0.77,1.2,0.55,Medium,0.76,0.51,0.7,0.94,0.38,0.71,0.48,0.67,0.76,0.05
Data Scientist,135296,7,High School,0.23,1.17,0.49,Medium,0.77,0.12,0.63,0.28,0.85,0.93,1.0,0.8,0.75,0.22
Retail Worker,66639,14,Master's,0.47,1.27,0.93,High,0.19,0.92,0.7,0.61,0.2,0.06,0.57,0.65,0.21,0.56
Graphic Designer,105476,20,Bachelor's,0.84,1.43,0.45,Medium,0.32,0.75,0.43,0.09,0.28,0.42,0.29,0.33,0.29,0.04
UX Researcher,71830,27,Master's,0.6,1.15,0.38,Medium,0.3,0.62,0.6,0.51,0.35,0.91,0.34,0.46,0.68,0.54
Software Engineer,129555,22,High School,0.44,1.29,0.41,Medium,0.14,0.31,0.85,0.09,0.99,0.54,0.98,0.94,0.45,0.2
HR Specialist,91576,14,PhD,0.16,1.1,0.36,Medium,0.97,0.45,0.5,0.25,0.47,0.66,0.75,0.75,0.58,0.9
Data Scientist,137524,2,PhD,0.76,0.56,0.3,Low,0.21,0.66,0.41,0.4,0.88,0.9,0.91,0.31,0.69,0.27
Retail Worker,148360,1,High School,0.18,0.84,0.81,High,0.83,0.12,0.73,0.53,0.29,0.49,0.3,0.6,0.43,0.16
Research Scientist,55464,25,PhD,0.55,1.4,0.14,Low,0.73,0.66,0.93,0.82,0.57,0.66,0.9,0.4,0.33,0.01
Data Scientist,85798,10,High School,0.8,0.6,0.53,Medium,0.46,0.12,0.98,0.21,0.07,0.59,0.74,0.03,0.66,0.53
Research Scientist,133243,6,Master's,0.17,1.07,0.12,Low,0.94,0.82,0.98,0.26,0.97,0.43,0.35,0.05,0.05,0.69
AI Engineer,84710,21,Bachelor's,0.23,1.11,0.11,Low,0.58,0.36,0.82,0.82,0.48,0.35,0.36,0.81,0.33,0.21
UX Researcher,38848,5,PhD,0.47,0.98,0.64,Medium,0.22,0.38,0.81,0.82,0.38,0.46,0.3,0.93,0.12,0.93
Teacher,95942,24,Master's,0.6,1.44,0.13,Low,0.25,0.65,0.62,0.33,0.93,0.84,0.22,0.24,0.51,0.77
Graphic Designer,45086,11,High School,0.69,1.15,0.39,Medium,0.68,0.94,0.05,0.32,0.44,0.9,0.96,0.44,0.75,0.53
Doctor,39343,13,PhD,0.28,0.72,0.12,Low,0.56,0.03,0.91,0.16,0.22,0.52,0.71,0.1,0.32,0.97
Marketing Manager,89550,8,Bachelor's,0.31,1.34,0.32,Medium,0.46,0.38,0.32,0.29,0.09,0.31,0.04,0.78,0.4,0.44
Graphic Designer,70317,12,High School,0.66,0.51,0.68,Medium,0.24,0.11,0.77,0.5,0.43,0.25,0.55,0.27,0.9,0.22
Financial Analyst,102055,26,Bachelor's,0.56,1.33,0.59,Medium,0.7,0.32,0.23,0.21,0.86,0.82,0.44,0.13,0.38,0.62
Data Scientist,145660,26,High School,0.78,1.5,0.38,Medium,0.46,0.43,0.3,0.2,0.07,0.89,0.42,0.5,0.92,0.78
Data Scientist,64785,12,High School,0.57,0.94,0.62,Medium,0.72,0.69,0.34,0.8,0.05,0.16,0.34,0.08,0.23,0.83
Graphic Designer,70149,12,Master's,0.3,0.76,0.41,Medium,0.28,0.04,0.93,0.21,0.42,0.01,0.86,0.73,0.95,0.78
Mechanic,100122,14,PhD,0.25,1.2,0.45,Medium,0.57,0.01,0.06,0.54,0.57,0.75,0.13,0.51,0.19,0.09
HR Specialist,46524,29,High School,0.16,0.72,0.43,Medium,0.26,0.09,0.09,0.19,0.05,0.63,0.29,0.28,0.33,0.66
Mechanic,82347,28,Master's,0.44,0.83,0.46,Medium,0.53,0.16,0.57,0.81,0.76,0.15,0.15,0.27,0.36,0.41
Research Scientist,71743,17,PhD,0.06,0.53,0.15,Low,0.7,0.19,0.64,0.26,0.89,0.9,0.3,0.23,0.41,0.24
HR Specialist,118302,14,High School,0.83,1.17,0.63,Medium,0.4,0.16,0.74,0.36,0.67,0.27,0.08,0.99,0.16,0.99
Financial Analyst,96706,9,PhD,0.79,1.16,0.53,Medium,0.87,0.29,0.47,0.62,0.41,0.43,0.33,0.56,0.85,0.2
Graphic Designer,95780,10,Master's,0.28,0.63,0.34,Medium,0.6,0.52,0.25,0.47,0.49,0.2,0.65,0.78,0.79,0.6
Software Engineer,78899,11,Master's,0.06,0.79,0.34,Medium,0.96,0.14,0.15,0.89,0.94,0.77,0.01,0.0,0.38,0.14
Chef,92559,28,High School,0.46,1.44,0.43,Medium,0.66,0.65,0.25,0.65,0.21,0.12,0.7,0.11,1.0,0.18
Security Guard,140168,1,PhD,0.41,0.63,0.71,High,0.62,0.81,0.84,0.48,0.78,0.67,0.72,0.49,0.63,0.81
Software Engineer,143857,28,High School,0.81,1.09,0.37,Medium,0.02,0.36,0.55,0.84,0.13,0.8,0.86,0.15,0.85,0.99
Customer Support,37189,13,High School,0.78,1.49,0.85,High,0.31,0.84,0.61,0.58,0.25,0.76,0.08,0.92,0.33,0.13
Mechanic,91158,13,High School,0.73,0.82,0.57,Medium,0.56,0.34,0.13,0.09,0.83,0.92,0.65,0.1,0.4,0.73
Construction Worker,52394,13,PhD,0.12,0.5,0.88,High,0.36,0.25,0.01,0.54,0.85,0.96,0.57,0.51,0.09,0.55
Nurse,50245,1,Bachelor's,0.61,0.89,0.11,Low,0.09,0.31,0.1,0.18,0.99,0.44,0.53,0.87,1.0,0.58
Graphic Designer,48624,25,High School,0.48,0.82,0.5,Medium,0.86,0.59,0.69,0.36,0.74,0.67,0.12,0.57,0.26,0.8
AI Engineer,46626,21,PhD,0.99,0.59,0.25,Low,0.67,0.77,0.31,0.49,0.8,0.23,0.23,0.55,0.52,0.28
Teacher,74950,10,Bachelor's,0.28,1.27,0.21,Low,0.83,0.98,0.47,0.07,0.05,0.3,0.93,0.52,0.27,0.4
Construction Worker,130211,5,Bachelor's,0.65,0.65,0.94,High,0.54,0.14,0.89,0.07,0.91,1.0,0.7,0.77,0.34,0.94
Chef,117460,13,High School,0.73,1.42,0.69,Medium,0.83,0.3,0.97,0.63,0.93,0.68,0.31,0.37,0.55,0.79
Truck Driver,115489,27,Master's,0.58,0.85,0.9,High,0.47,0.08,0.17,0.06,0.5,0.11,0.11,0.94,0.87,0.45
Software Engineer,143880,18,Master's,0.0,1.11,0.55,Medium,0.46,0.4,0.46,0.41,0.73,0.14,0.2,0.18,0.26,0.53
Security Guard,41569,5,High School,0.87,0.8,0.74,High,0.68,0.04,0.62,0.7,0.21,0.04,0.36,0.1,0.12,0.25
UX Researcher,147027,17,Bachelor's,0.53,1.18,0.54,Medium,0.15,0.17,0.88,0.56,0.87,0.37,0.61,0.52,0.32,0.47
Customer Support,111384,3,Master's,0.2,0.82,0.9,High,0.92,0.36,0.31,0.2,0.68,0.32,0.99,0.33,0.39,0.6
Graphic Designer,107463,21,PhD,0.47,0.92,0.7,Medium,0.01,0.9,0.15,0.79,0.62,0.34,0.87,0.01,0.23,0.57
Mechanic,74148,14,PhD,0.61,0.52,0.35,Medium,0.13,0.19,0.46,0.75,0.91,0.84,0.2,0.44,0.2,0.26
Retail Worker,59793,28,PhD,0.07,0.72,0.93,High,0.47,0.45,0.01,0.25,0.87,0.16,0.42,0.01,0.48,0.02
Marketing Manager,102095,4,Master's,0.6,1.26,0.51,Medium,0.23,0.67,0.08,0.44,0.16,0.18,0.2,0.39,0.05,0.4
Doctor,112508,28,Master's,0.48,0.88,0.26,Low,0.15,0.51,0.06,0.07,0.57,0.57,0.88,0.56,0.96,0.05
Software Engineer,97598,6,High School,0.04,0.69,0.52,Medium,0.65,0.05,0.95,0.84,0.3,0.08,0.17,0.13,0.12,0.52
HR Specialist,98472,22,Bachelor's,0.99,1.18,0.68,Medium,0.14,0.38,0.55,0.08,0.0,0.67,0.64,0.41,0.49,0.42
Financial Analyst,108291,27,PhD,0.34,0.68,0.34,Medium,0.96,0.6,0.73,0.32,0.39,0.24,0.1,0.18,0.8,0.68
HR Specialist,130342,12,Bachelor's,0.48,1.42,0.33,Medium,0.28,0.35,0.78,0.99,0.24,0.87,0.83,0.22,0.4,0.41
Teacher,73894,21,Bachelor's,0.18,1.3,0.13,Low,0.73,0.42,0.58,0.83,0.8,0.87,0.06,0.69,0.14,0.42
Chef,49023,5,Master's,0.4,1.02,0.7,Medium,0.14,0.68,0.4,0.13,0.16,0.95,0.88,0.91,0.99,0.21
AI Engineer,34758,18,PhD,0.67,0.98,0.15,Low,0.36,0.59,0.58,0.16,0.47,0.55,0.57,0.21,0.74,0.03
Customer Support,47065,6,Bachelor's,0.78,1.06,0.77,High,0.69,0.57,0.8,0.74,0.61,0.49,0.13,0.26,0.42,0.6
Research Scientist,53464,1,PhD,0.29,0.51,0.17,Low,0.29,0.73,0.02,0.58,0.94,0.17,0.47,0.09,0.63,0.55
UX Researcher,102572,23,High School,0.52,1.4,0.38,Medium,0.02,0.86,0.58,0.89,0.6,0.81,0.43,0.75,0.91,0.57
Construction Worker,67344,1,High School,0.18,1.29,0.8,High,0.44,0.59,0.59,0.07,0.83,0.18,0.72,0.77,0.71,0.58
Truck Driver,122759,19,PhD,0.36,1.1,0.8,High,0.86,0.31,0.29,0.27,0.33,0.56,0.71,0.66,0.81,0.89
Customer Support,66444,12,Master's,0.02,1.24,0.75,High,0.13,0.64,0.32,0.06,0.14,0.0,0.9,0.02,0.21,0.42
Software Engineer,46932,9,PhD,0.91,0.54,0.5,Medium,0.68,0.93,0.62,0.8,0.08,0.39,0.37,0.89,0.15,0.15
Research Scientist,55363,11,Bachelor's,0.05,0.68,0.29,Low,0.43,0.63,0.73,0.37,0.15,0.21,0.31,0.64,0.4,0.01
Doctor,30893,14,PhD,0.92,1.31,0.26,Low,0.8,0.32,0.77,0.14,0.66,0.64,0.03,0.79,0.9,0.27
Graphic Designer,84962,7,High School,0.08,1.1,0.49,Medium,0.55,0.93,0.87,0.79,0.27,0.91,0.1,0.85,0.33,0.05
Mechanic,94173,23,Bachelor's,0.23,0.74,0.42,Medium,0.06,0.18,0.01,0.45,0.08,0.68,0.24,0.94,0.87,0.29
Research Scientist,82949,26,Bachelor's,0.8,1.49,0.2,Low,0.08,0.65,0.62,0.64,0.31,0.86,0.96,0.22,0.09,0.19
Construction Worker,141738,10,Master's,0.68,1.14,0.8,High,0.58,0.31,0.48,0.79,0.98,0.93,0.93,0.4,0.47,0.71
Research Scientist,80492,16,High School,0.3,0.64,0.2,Low,0.31,0.33,0.07,0.35,0.86,0.23,0.7,0.63,0.86,0.13
Mechanic,117527,28,PhD,0.14,0.51,0.52,Medium,0.98,0.37,0.36,0.34,0.52,0.44,0.88,0.51,0.51,0.14
Teacher,83639,26,Bachelor's,0.25,0.57,0.22,Low,0.6,0.42,0.42,0.79,0.2,0.82,0.65,0.42,0.46,0.26
Data Scientist,66993,3,High School,0.51,0.82,0.54,Medium,1.0,0.44,0.92,0.35,0.05,0.2,0.42,0.22,0.0,0.92
Security Guard,61551,21,Bachelor's,0.74,0.67,0.73,High,0.07,0.72,0.93,0.43,0.12,0.51,0.35,0.37,0.62,0.72
Research Scientist,63896,22,Bachelor's,0.04,1.49,0.11,Low,0.05,0.19,0.04,0.39,0.8,0.34,0.44,0.68,0.51,0.86
Customer Support,63686,21,High School,0.01,1.28,0.82,High,0.99,0.48,0.99,0.75,0.25,0.54,0.99,0.86,0.1,0.71
Chef,147256,26,Bachelor's,0.33,1.45,0.35,Medium,0.02,0.9,0.07,0.99,0.95,0.14,0.54,0.18,0.43,0.06
Construction Worker,103531,2,Master's,0.36,0.94,0.94,High,0.81,0.74,0.54,0.84,0.34,0.71,0.99,0.31,0.67,0.84
Lawyer,53991,21,PhD,0.72,0.78,0.43,Medium,0.02,0.76,0.04,0.86,0.12,0.17,0.48,0.74,0.14,0.44
Lawyer,39269,7,High School,0.21,0.62,0.63,Medium,0.5,0.01,0.8,0.98,0.61,0.5,0.88,0.95,0.75,0.45
Financial Analyst,149391,18,Bachelor's,0.7,0.69,0.48,Medium,0.83,0.65,0.41,0.66,0.12,0.4,0.79,0.22,0.19,0.95
AI Engineer,124598,14,Master's,0.95,0.85,0.06,Low,0.18,0.39,0.95,0.14,0.76,0.11,0.98,0.38,0.78,0.34
Retail Worker,89470,2,PhD,0.19,0.65,0.93,High,0.92,0.89,0.63,0.81,0.07,0.33,0.31,0.64,0.36,0.15
Retail Worker,34321,29,Bachelor's,0.81,0.88,0.73,High,0.2,0.24,0.3,0.64,0.6,0.7,0.36,0.82,0.2,0.47
Graphic Designer,50977,25,PhD,0.18,0.61,0.65,Medium,0.34,0.68,0.03,0.69,0.32,0.06,0.61,0.24,0.39,0.08
Truck Driver,62167,13,High School,0.3,0.59,0.93,High,0.01,0.48,0.12,0.31,0.93,0.16,0.97,0.21,0.74,0.55
Customer Support,108518,28,PhD,0.55,1.03,0.75,High,0.17,0.92,0.33,0.37,0.76,0.34,0.95,0.74,0.6,0.88
UX Researcher,93752,12,Bachelor's,0.26,0.97,0.39,Medium,0.74,0.92,0.42,0.34,0.96,0.44,0.49,0.35,0.91,0.57
Security Guard,77691,16,Bachelor's,0.31,1.23,0.9,High,0.83,0.99,0.79,0.6,0.34,0.54,0.04,0.74,0.45,0.02
Doctor,59813,15,Bachelor's,0.39,1.08,0.17,Low,0.62,0.48,0.66,0.22,0.11,0.6,0.48,0.03,0.38,0.11
Graphic Designer,95603,28,Master's,0.4,1.11,0.62,Medium,0.3,0.96,0.54,0.62,0.68,0.67,0.51,0.43,0.05,0.02
Graphic Designer,118150,14,Master's,0.33,0.89,0.36,Medium,0.74,0.86,0.94,0.49,0.7,0.86,0.42,0.31,0.94,0.52
Truck Driver,31996,3,Bachelor's,0.12,0.83,0.9,High,0.6,0.39,0.47,0.85,0.34,0.87,0.09,0.78,0.85,0.18
Construction Worker,108015,2,Bachelor's,0.17,1.21,0.83,High,0.64,0.2,0.21,0.04,0.32,0.56,0.86,0.67,0.44,0.95
Chef,59709,9,Bachelor's,0.93,1.03,0.4,Medium,0.05,0.73,0.12,0.3,0.53,0.56,0.6,0.17,0.38,0.62
Software Engineer,33203,17,High School,0.73,1.42,0.6,Medium,0.59,0.19,0.67,0.62,0.6,0.49,0.53,0.33,0.52,0.2
Marketing Manager,39327,7,PhD,0.77,0.89,0.5,Medium,0.86,0.75,0.81,0.14,0.07,0.89,0.39,0.29,0.72,0.84
Construction Worker,37868,11,High School,0.32,1.35,0.71,High,0.05,0.62,0.06,0.32,0.67,0.34,0.18,0.28,0.46,0.48
UX Researcher,76097,23,High School,0.75,0.96,0.64,Medium,0.11,0.26,0.83,0.38,0.98,0.47,0.79,0.4,0.42,0.38
Lawyer,117838,6,High School,0.44,1.34,0.4,Medium,0.42,0.04,0.45,0.58,0.57,0.33,0.32,0.11,0.37,0.1
Lawyer,136931,16,Master's,0.97,1.47,0.65,Medium,0.6,0.7,0.29,0.63,0.46,0.48,0.76,0.28,0.32,0.92
HR Specialist,76900,24,Bachelor's,0.49,1.41,0.54,Medium,0.55,0.25,0.34,0.85,0.56,0.51,0.1,0.02,0.96,0.38
Mechanic,41221,11,PhD,0.08,1.18,0.67,Medium,0.58,0.13,0.58,0.77,0.41,0.88,0.65,0.9,0.62,0.13
Security Guard,30654,9,High School,0.48,1.17,0.8,High,0.3,0.63,0.15,0.37,0.21,0.7,0.94,1.0,0.45,0.25
Graphic Designer,112928,26,High School,0.85,0.71,0.68,Medium,0.34,0.99,0.84,0.81,0.32,0.01,0.38,0.3,0.04,0.51
Teacher,99444,21,High School,0.63,1.12,0.08,Low,0.98,0.19,0.45,0.49,0.81,0.1,0.43,0.63,0.22,0.63
Research Scientist,115092,18,Bachelor's,0.2,1.3,0.23,Low,0.06,0.39,0.28,0.3,0.98,0.64,0.72,0.98,0.38,0.8
Financial Analyst,123122,8,Bachelor's,0.87,0.68,0.68,Medium,0.22,0.33,0.76,0.39,0.61,0.44,0.74,0.23,0.06,0.3
AI Engineer,49177,0,Master's,0.17,0.85,0.15,Low,0.06,0.58,0.88,0.15,0.6,0.66,0.42,0.7,0.41,0.5
Research Scientist,107360,23,Master's,0.13,1.3,0.18,Low,0.75,0.31,0.51,0.86,0.47,0.36,0.54,0.72,0.44,0.94
Mechanic,132877,11,Master's,0.48,1.26,0.58,Medium,0.86,1.0,0.43,0.11,0.03,0.73,0.87,0.22,0.16,0.06
HR Specialist,73158,27,High School,0.31,0.9,0.5,Medium,0.84,0.65,0.62,0.18,0.51,0.72,0.97,0.2,0.01,0.08
Research Scientist,87889,1,PhD,0.34,1.49,0.17,Low,0.18,0.89,0.46,0.71,0.98,0.05,0.1,0.72,0.28,0.18
Retail Worker,136196,16,Master's,0.02,1.27,0.73,High,0.47,0.61,0.43,0.03,0.78,0.01,0.76,0.89,0.43,0.54
Financial Analyst,133801,11,Bachelor's,0.39,1.39,0.66,Medium,0.34,0.62,0.93,0.96,0.51,0.45,0.28,0.96,0.14,0.58
Security Guard,109557,24,Bachelor's,0.28,0.9,0.95,High,0.05,0.58,0.08,0.15,0.44,0.51,0.26,0.32,0.09,0.3
Teacher,54502,15,PhD,0.94,0.83,0.19,Low,0.91,0.01,0.81,0.95,0.09,0.16,0.96,0.54,0.01,0.26
Graphic Designer,128878,29,PhD,0.69,1.23,0.7,Medium,0.29,0.54,0.53,0.41,0.17,0.98,0.85,0.5,0.6,0.23
AI Engineer,136802,23,Bachelor's,0.69,1.02,0.3,Low,0.61,0.37,0.77,0.17,0.38,0.35,0.43,0.78,0.48,0.79
AI Engineer,80901,26,Master's,0.34,1.31,0.11,Low,0.22,0.5,0.26,0.01,0.65,0.51,0.45,0.97,0.57,0.86
Marketing Manager,96214,16,PhD,0.57,1.37,0.53,Medium,0.72,0.37,0.09,0.46,0.39,0.87,0.24,0.97,0.96,0.25
Financial Analyst,104755,6,PhD,0.97,0.94,0.43,Medium,0.53,0.69,0.27,0.74,0.05,0.05,0.39,0.35,0.32,0.49
Mechanic,134580,11,Master's,0.19,0.81,0.69,Medium,0.41,0.44,0.58,0.98,0.24,0.68,0.72,0.61,0.09,0.68
